JobTitle	BasePay	OvertimePay	OtherPay	Benefits	TotalPay	TotalPayBenefits	Year	Status
Museum Guard	29830	28543	7	13875	20295.27	20498.25	2014	PT
Sr District Atty Investigator	34871	3	21100	95267	19700.4	20481.78	2014	PT
Diagnostic Imaging Tech I	29191	3	76783	13871	20270.81	20473.52	2014	PT
Clerk	17974	38571	44114	93992	13419.17	20468.02	2014	PT
Special Nurse	24226	3	78122	61601	16935.18	20462.67	2014	PT
Special Nurse	21532	3	34120	54390	17070.93	20426.48	2014	PT
Special Nurse	24570	3	64878	61176	16903.55	20418.96	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	30017	3	7	13733	20192.29	20394.21	2014	PT
General Laborer	20294	3	7	92233	14128.99	20346.14	2014	PT
Food Service Worker	101956	48476	64014	86562	15408.68	20329.62	2014	PT
Mayoral Staff IX	17038	3	7	94362	13061.3	20303.13	2014	PT
Recreation Leader	29901	3	7	13597	20092.68	20293.6	2014	PT
Publ Svc Aide-Asst to Prof	16720	3	43872	73632	16380.62	20280.77	2014	PT
Clerk	27374	20521	7	13590	20056.76	20257.34	2014	PT
Police Officer	21362	3	7	90532	14565.3	20249.51	2014	PT
Transit Operator	15375	62300	11221	92093	14062.77	20237	2014	PT
Special Nurse	21453	1803	6002	56122	16834.05	20231.62	2014	PT
Senior Clerk Typist	29811	3	7	13584	20008.69	20208.79	2014	PT
Transit Operator	20240	8995	53959	80254	15942.18	20207.95	2014	PT
Special Nurse	26217	3	37542	13581	20003.13	20203.17	2014	PT
Public Svc Aide-Public Works	26290	14135	51376	17393	17906.81	20196.2	2014	PT
PS Aide to Prof	29770	3	7	13348	19981.8	20181.63	2014	PT
General Laborer	15689	58551	54202	93711	13255.99	20172.22	2014	PT
Special Nurse	23658	3	3263	54689	16802.77	20165.51	2014	PT
HSA Sr Eligibility Worker	15329	56682	23247	93133	13521.81	20160.73	2014	PT
Senior Clerk	29672	50320	7	13344	19959.03	20158.62	2014	PT
Public Svc Aide-Public Works	26238	3	78332	13895	18127.86	20150.37	2014	PT
Public Svc Aide-Public Works	10163	3	7	96630	11513	20138.67	2014	PT
Painter	15885	18863	40165	87811	15023.09	20137.11	2014	PT
Clerk	29714	3	7	13339	19934.36	20133.66	2014	PT
Cashier 2	15035	55758	7	93626	13237	20129.35	2014	PT
Engineer	21998	3	60315	84935	15417.16	20115	2014	PT
PS Aide to Prof	29663	3	7	13238	19898.5	20097.48	2014	PT
Transit Operator	18738	3	7	92885	13576.5	20087.55	2014	PT
Special Nurse	24391	3	65150	50940	16799.8	20070.75	2014	PT
Public Svc Aide-Public Works	28260	3	7	5432	18690.8	20055.15	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	29036	48195	7	13229	19847.89	20046.39	2014	PT
Museum Guard	29637	12208	7	7	20034.09	20034.09	2014	PT
Special Nurse	19545	3	39477	49846	16769.38	20013.24	2014	PT
Transit Operator	16846	48784	62647	93558	13152.65	20010.93	2014	PT
Planner 3-Environmental Review	20897	3	7	90435	14349.1	20003.89	2014	PT
Custodian	29583	3	23954	7	19996.02	19996.02	2014	PT
Transit Operator	5836	15774	35061	94132	12879.89	19990.65	2014	PT
Senior Personnel Analyst	11535	3	50816	77522	15887.1	19986.07	2014	PT
Museum Guard	29760	3	7	7	19972.48	19972.48	2014	PT
Senior Clerk Typist	17023	3	753	91212	14071.4	19954.48	2014	PT
Special Nurse	24315	3	58372	50727	16660.33	19925.28	2014	PT
Custodian	15005	28776	2675	93821	12916.69	19916.68	2014	PT
PS Aide to Prof	29463	3	7	12997	19691.22	19888.14	2014	PT
Contract Compliance Officer 2	23531	3	73062	60412	16378.29	19873.69	2014	PT
Public Svc Aide-Public Works	25577	3	3437	12667	17935.56	19870.39	2014	PT
Auditor II	14	3	20215	43119	16803	19862.83	2014	PT
PS Aide to Prof	29422	3	7	12991	19653.4	19849.93	2014	PT
Personnel Trainee	18440	3	7	92568	13488	19847.46	2014	PT
Personnel Trainee	18440	3	7	92568	13488	19847.46	2014	PT
Personnel Trainee	18440	3	7	92568	13488	19847.46	2014	PT
Bldg & Grounds Patrol Officer	28962	3	47401	12987	19644.79	19841.25	2014	PT
Microbiologist	20234	3	61360	88140	14650.25	19834.06	2014	PT
Police Officer	20634	3	7	90060	14255.4	19818.67	2014	PT
Special Nurse	19008	3	38375	53265	16469.92	19799.52	2014	PT
Public Svc Aide-Public Works	27989	3	7	4557	18470.36	19776.33	2014	PT
Public Svc Aide-Public Works	27986	3	7	4379	18463.8	19760.81	2014	PT
Museum Guard	29014	25803	7	12874	19555.33	19750.86	2014	PT
Senior Clerk	29297	3	7	12872	19548.24	19743.73	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	29179	2115	7	12870	19541.23	19736.66	2014	PT
Custodian	27666	3	11078	12869	19538.49	19733.87	2014	PT
Public Svc Aide-Public Works	27807	59994	7	4832	18401.74	19727.05	2014	PT
Communications Systems Tech	27837	19448	83134	12864	19517.86	19713.05	2014	PT
Patient Care Assistant	13588	54848	76787	91699	13679.1	19695.35	2014	PT
X-Ray Laboratory Aide	28344	3	72601	12741	19492.7	19687.63	2014	PT
Truck Driver	28887	48786	31173	12738	19484.68	19679.53	2014	PT
Transit Operator	19493	10269	37165	78142	15540.82	19670	2014	PT
Transit Operator	19782	4936	45111	79016	15479.47	19662.96	2014	PT
Recreation Leader	28459	3	63597	12725	19434.61	19628.93	2014	PT
Housekeeper/Food Service Clnr	29173	3	7	12724	19423.51	19617.74	2014	PT
Junior Administrative Analyst	27566	3	7	6943	18125	19602.51	2014	PT
Assistant Const Inspector	15892	47850	82215	89091	14240.38	19592.36	2014	PT
Marriage, Family & Child Cnslr	29125	3	7	12624	19380.26	19574.06	2014	PT
Special Nurse	17986	3	42150	41970	16543.3	19569.75	2014	PT
Lighting Fixture Maint Worker	26410	18498	41166	12622	19369.61	19563.31	2014	PT
Special Nurse	23054	3	77292	52289	16244.94	19548.22	2014	PT
Planner 3-Environmental Review	20988	3	15562	87830	14403.68	19522.36	2014	PT
Health Worker 3	23404	3	53794	59613	16029.91	19506.38	2014	PT
Senior Clerk Typist	29010	3	7	12611	19302.32	19495.36	2014	PT
Clerk Typist	70012	3	1506	38271	16558.58	19488.15	2014	PT
Recreation Leader	23384	3	38602	65430	15851.92	19486.18	2014	PT
Payroll Clerk	28960	3	7	12512	19267.07	19459.74	2014	PT
Police Officer 3	29189	3	7	7	19444.44	19444.44	2014	PT
PS Aide Health Services	28760	3	7	55023	19101.95	19439.12	2014	PT
Housekeeper/Food Service Clnr	26876	11198	32186	7	19431.19	19431.19	2014	PT
PS Aide to Prof	28914	3	7	12506	19232.6	19424.93	2014	PT
Custodian	27885	9078	70112	12504	19212.43	19404.55	2014	PT
Arts Program Assistant	13869	3	15398	90385	13746.6	19387.23	2014	PT
Nurse Practitioner	34566	36320	10675	12410	19185.22	19377.07	2014	PT
Special Nurse	23100	3	75000	45984	16227.45	19371.55	2014	PT
Occupational Therapist	28823	3	7	12407	19167.87	19359.56	2014	PT
Museum Guard	28689	3110	7	12402	19139.8	19331.21	2014	PT
Transit Operator	6725	65692	23942	94217	12158.09	19322.43	2014	PT
Custodian	28221	3	54798	12396	19122.08	19313.26	2014	PT
Public Svc Aide-Public Works	27473	3	9878	1548	18189.65	19289.54	2014	PT
Senior Clerk Typist	17139	3	35958	91304	13356.23	19257.15	2014	PT
Communications Dispatcher 2	27440	3	1093	12273	19059.57	19250.18	2014	PT
Clerk	26151	17087	7	12271	19054.47	19245.01	2014	PT
Swimming Instructor	28575	3	145	12270	19050.21	19240.71	2014	PT
Publ Svc Aide-Asst to Prof	28516	3	7	51712	18905.29	19234.53	2014	PT
Patient Care Assistant	26788	3	12819	12269	19034.56	19224.93	2014	PT
Housekeeper/Food Service Clnr	26256	12223	25116	12267	19031.4	19221.72	2014	PT
Transit Operator	15423	3	7	92953	12657.96	19215.36	2014	PT
Public Svc Aide-Public Works	26768	3	55674	1782	18100.9	19211.8	2014	PT
HSA Sr Eligibility Worker	15329	3	7	93002	12628	19211.54	2014	PT
StdntDsgn Train2/Arch/Eng/Plng	28658	3	7	12262	19009.75	19199.87	2014	PT
Public Svc Aide-Public Works	24379	3	78208	15231	17037.34	19164.43	2014	PT
Special Nurse	26322	3	23433	7	19146.39	19146.39	2014	PT
Porter	109535	3	44671	90653	13437.26	19144.83	2014	PT
Transit Operator	15582	3	7	92758	12693.42	19140.39	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	28539	3	7	12088	18922.98	19112.22	2014	PT
Recreation Leader	23526	3	68086	57001	15692.67	19109.99	2014	PT
Nurse Midwife	28420	3	37545	7	19104.14	19104.14	2014	PT
Transit Operator	6465	61907	16359	94166	11971.05	19101.09	2014	PT
Public Svc Aide-Public Works	27410	3	7	1423	18006.16	19096.04	2014	PT
Transit Operator	6949	45830	43583	94335	11846.12	19066.81	2014	PT
Special Nurse	23075	3	16149	15014	16948.36	19056.51	2014	PT
Museum Guard	28652	44729	7	7	19049.73	19049.73	2014	PT
Public Svc Aide-Public Works	27323	3	7	1409	17959.83	19047.47	2014	PT
Public Svc Aide-Public Works	27322	3	7	1390	17959.62	19045.48	2014	PT
Sr Airport Communications Disp	19273	3	23937	87694	13930.56	19029.97	2014	PT
Transit Operator	6822	51986	32634	94244	11842.89	19022.9	2014	PT
Transit Operator	5732	62171	28683	94042	11926.77	19007.5	2014	PT
Transit Operator	6491	57630	19482	94170	11865.09	19003.71	2014	PT
Recreation Leader	14017	3	66037	93151	12353.09	18998.77	2014	PT
Transit Operator	5183	3177	2316	93820	11994.55	18991.71	2014	PT
Senior Administrative Analyst	8260	3	47520	75484	14991.57	18982.87	2014	PT
Food Service Worker	27939	3	44293	11853	18762.06	18949.68	2014	PT
Electronic Maintenance Tech	18472	32661	10508	88701	13662.54	18946.5	2014	PT
Special Nurse	27150	3	79899	11851	18746.79	18934.27	2014	PT
Special Nurse	20865	51277	18015	38410	15986.78	18919.15	2014	PT
Eligibility Worker	26476	3	8948	11845	18706.09	18893.15	2014	PT
Public Information Officer	17029	3	7	91064	13056.8	18888.69	2014	PT
PS Aide to Prof	28266	3	7	11733	18692.54	18879.47	2014	PT
StdntDsgnTrain3, Arch/Eng/Plng	28253	3	7	11730	18684.1	18870.94	2014	PT
Special Nurse	23477	3	518	46362	15708.96	18864.31	2014	PT
Transit Operator	6779	45312	29668	94229	11690.74	18862.79	2014	PT
ASR Senior Office Specialist	22942	3	7	60148	15354.9	18843.77	2014	PT
StdntDsgn Train2/Arch/Eng/Plng	28213	3	7	11722	18650.04	18836.55	2014	PT
Clerk	28160	31714	7	11721	18642.37	18828.81	2014	PT
Transit Operator	26663	52874	64589	91938	18191.67	18802.01	2014	PT
Publ Svc Aide-Asst to Prof	22670	3	7	63110	15224.55	18792.75	2014	PT
Transit Operator	5606	55884	26619	94015	11721.45	18784.29	2014	PT
Transit Operator	5235	56742	33004	93980	11726.93	18764.86	2014	PT
Custodian	24504	23820	7	11615	18574.44	18760.18	2014	PT
PS Aide to Prof	28058	3	7	11608	18524.53	18709.79	2014	PT
Stationary Engineer	21846	3	61362	54032	15349.02	18696.32	2014	PT
Senior Clerk	28038	3	7	11606	18509.1	18694.19	2014	PT
Patient Care Assistant	25709	3	17577	11506	18496.19	18681.18	2014	PT
PS Aide to Prof	27999	3	7	11504	18477.13	18661.91	2014	PT
Public Svc Aide-Public Works	26603	3	7	1743	17523.94	18633.48	2014	PT
HSA Sr Eligibility Worker	21619	3	7	74426	14681	18615.5	2014	PT
Events & Facilities Specialist	18011	3	7	88579	13353.38	18610.27	2014	PT
Custodian	27043	3	65582	11492	18412.74	18596.87	2014	PT
Clerk	24127	24524	7	11396	18393.05	18576.99	2014	PT
Museum Guard	25237	16201	16407	9573	18380.71	18549.18	2014	PT
Special Nurse	17752	38574	26528	50759	15262.07	18528.05	2014	PT
Senior Eligibility Worker	14	3	12571	84608	13866.34	18525.7	2014	PT
Recreation Leader	22348	3	37167	48166	15317.89	18519.06	2014	PT
Custodian	26923	3	63479	11380	18309.78	18492.88	2014	PT
Personnel Analyst	15419	3	7	91025	12655.7	18473.59	2014	PT
Sr Community Dev Spec 2	27761	3	7	11289	18287.09	18469.98	2014	PT
PS Aide to Prof	27726	3	7	11283	18258.5	18441.14	2014	PT
Special Nurse	16845	3	32465	43793	15346.09	18423.55	2014	PT
Environmental Hlth Tech 1	15028	3	7	91175	12545.5	18417.54	2014	PT
PS Aide to Prof	27693	3	7	11279	18229.58	18411.89	2014	PT
Public Svc Aide-Public Works	21809	14135	7570	16770	16157.36	18398.05	2014	PT
Special Nurse	22104	3	74537	28885	15687.19	18395.47	2014	PT
Publ Svc Aide-Asst to Prof	22708	45780	77047	11337	16561.57	18387.48	2014	PT
Custodian	4214	62677	67540	92251	12138.53	18363.81	2014	PT
Custodian	4214	62677	67540	92251	12138.53	18363.81	2014	PT
Stationary Engineer	27592	3	37042	11165	18169.42	18351.08	2014	PT
Public Service Trainee	3508	10563	7	95032	10675	18345.62	2014	PT
Museum Guard	27482	61334	7	11163	18150.35	18331.79	2014	PT
Public Service Aide-Admin	27574	3	7	11158	18128.53	18309.82	2014	PT
Assistant Purchaser	104969	3	54851	80274	14020.93	18288.46	2014	PT
Legislative Assistant	17925	3	7	86731	13334	18283.54	2014	PT
PS Aide to Prof	8585	3	36096	93372	11517.82	18270.66	2014	PT
Senior Account Clerk	27506	3	7	11052	18082.78	18263.58	2014	PT
Automotive Service Worker	12595	3	7	92420	11952.2	18247.98	2014	PT
Health Worker 2	10270	3	42222	92610	11851.25	18228.51	2014	PT
StdntDsgnTrain3, Arch/Eng/Plng	27437	3	7	11048	18032.4	18212.73	2014	PT
Public Svc Aide-Public Works	1278	3	78175	94182	11055.48	18199.64	2014	PT
Transit Operator	3469	52404	27374	93573	11334.08	18194.91	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	9246	10026	71038	91457	12219.14	18186.6	2014	PT
Special Nurse	21701	3	56726	39365	15203.64	18162.16	2014	PT
Museum Guard	27529	44735	7	7	18146.73	18146.73	2014	PT
Patient Care Assistant	24920	3	14657	10885	17947.37	18126.85	2014	PT
PS Aide to Prof	27079	4109	7	10883	17935.07	18114.42	2014	PT
Asst Electronic Main Tech	11603	10837	7	86359	13216.83	18113.3	2014	PT
Public Svc Aide-Public Works	22909	3	76704	12800	16155.11	18100.2	2014	PT
Recreation Leader	27151	3	59906	10880	17912.17	18091.31	2014	PT
Museum Guard	27227	16398	7	7	18080.65	18080.65	2014	PT
Food Service Worker	27159	3	33614	10784	17888.72	18067.6	2014	PT
Lighting Fixture Maint Worker	26244	52268	7	10784	17888.63	18067.51	2014	PT
Senior Administrative Analyst	21781	3	7	51909	14763.75	18059.02	2014	PT
Water Quality Technician	26230	52082	7	10780	17877.27	18056.05	2014	PT
Counselor, Juvenile Hall SFERS	21820	28580	46902	10776	17857.18	18035.76	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	27141	3	7	10773	17846.1	18024.58	2014	PT
Special Nurse	20670	3	54432	51410	14729.8	18012.08	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	27091	3	7	10771	17823.91	18002.16	2014	PT
Special Nurse	27257	3	61980	7	17976.46	17976.46	2014	PT
Public Information Officer	14672	3	7	89909	12441.1	17968.78	2014	PT
Stage Electrician	27318	3	7	7	17955.8	17955.8	2014	PT
Transit Operator	50873	3	6674	6794	16481.33	17946.26	2014	PT
Nurse Practitioner	35796	57094	75822	7	17937.8	17937.8	2014	PT
Counselor, Juvenile Hall	24593	15	13432	10661	17745.06	17922.53	2014	PT
Public Svc Aide-Public Works	25082	3	53382	96665	17038.74	17904.32	2014	PT
Senior Clerk	26907	3	7	10657	17718.64	17895.83	2014	PT
Testing Technician	26867	3	7	10561	17691.2	17868.1	2014	PT
Manager II	19874	3	7	73382	13971	17863.29	2014	PT
Transit Operator	3199	44191	28344	93224	11146.13	17832.31	2014	PT
Nurse Practitioner	16164	3	18634	54422	14464.78	17820.87	2014	PT
Custodian	4214	30992	69439	92255	11586.47	17815.18	2014	PT
Manager III	27024	3	7	7	17782.25	17782.25	2014	PT
Principal Clerk	15216	3	7	88170	12591.88	17780.64	2014	PT
Publ Svc Aide-Asst to Prof	26725	3	7	10448	17595.47	17771.42	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	26694	3	7	10445	17580.29	17756.09	2014	PT
Junior Engineer	19962	3	7	69129	14000	17752	2014	PT
Asst Engr	15407	3	7	87683	12648	17744.27	2014	PT
Attorney (Civil/Criminal)	13895	3	23769	65834	14081.51	17730.49	2014	PT
Firefighter	15167	3	7	87945	12577.5	17721.35	2014	PT
PS Aide to Prof	26624	3	7	10436	17539.66	17715.06	2014	PT
Recreation Leader	26306	3	27374	10434	17529.21	17704.5	2014	PT
Institution Utility Worker	26605	3	7	10433	17525.93	17701.18	2014	PT
Special Nurse	20334	3	67075	37571	14781.76	17692.31	2014	PT
Sr. Community Devl Spc 1	5845	3	38615	75102	13717.85	17687.58	2014	PT
Recreation Leader	25979	3	50866	10429	17510.87	17685.98	2014	PT
Counselor, Juvenile Hall	15644	3	7147	86136	12826	17683.75	2014	PT
Public Svc Aide-Public Works	21356	3	83309	15289	15536.17	17667.47	2014	PT
Park Patrol Officer	98720	8071	45739	78510	13505.5	17654.02	2014	PT
Manager II, MTA	26509	3	7	10321	17469.36	17644.08	2014	PT
Nurse Practitioner	26109	3	37943	10318	17460.48	17635.09	2014	PT
Asphalt Finisher Supervisor 1	14	3	21316	72662	17235.24	17622.99	2014	PT
Transit Operator	17863	30562	8050	10314	17432.94	17607.3	2014	PT
Museum Guard	26477	10023	7	7	17593.49	17593.49	2014	PT
Licensed Vocational Nurse	26418	3	7	10308	17412.8	17586.93	2014	PT
Nurse Practitioner	20781	3	7	51097	14306.31	17581.21	2014	PT
Transit Operator	417	57198	27006	92970	10988.54	17556.25	2014	PT
Publ Svc Aide-Asst to Prof	26347	3	7	10202	17355.08	17528.62	2014	PT
Deputy Probation Officer	31363	3	14704	93572	16812.58	17499.55	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	26042	16747	7	10195	17314.77	17487.92	2014	PT
General Laborer	22963	4662	72980	10107	17292.63	17465.57	2014	PT
Special Nurse	20951	6721	19048	10106	17287.28	17460.17	2014	PT
Special Nurse	12726	3	34199	41935	14426.93	17452.6	2014	PT
Recreation Leader	26485	3	7	7	17450.29	17450.29	2014	PT
PS Aide to Prof	26225	3	7	10101	17263.7	17436.33	2014	PT
PS Aide Health Services	25382	3	57392	10099	17251.2	17423.75	2014	PT
Electrician	25889	20853	7	10097	17246.78	17419.25	2014	PT
Public Service Trainee	25836	3	7	78548	17000	17415.18	2014	PT
Welfare Fraud Investigator	22261	3	7	19608	14990.06	17409.31	2014	PT
Clerk	6716	3	7	92708	10991	17402.46	2014	PT
Nurse Practitioner	26176	3	7	10094	17224.3	17396.55	2014	PT
Senior Account Clerk	8103	3	7	92146	11196	17395.78	2014	PT
Transit Operator	21063	7628	14740	10089	17209.58	17381.68	2014	PT
Clinical Psychologist	21995	3	7	21193	14880.54	17375.45	2014	PT
Clerk	26136	3	7	10087	17201.6	17373.62	2014	PT
Police Officer	20634	3	7	44900	14255.4	17365.92	2014	PT
Special Nurse	19751	3	63014	34763	14498.07	17339.59	2014	PT
Special Nurse	21830	3	33215	9970	17156.54	17328.13	2014	PT
Housekeeper/Food Service Clnr	25329	47704	75127	7	17322.26	17322.26	2014	PT
Recreation Leader	25923	3	76654	9966	17138.66	17310.05	2014	PT
Public Service Trainee	26045	3	7	9964	17136	17307.36	2014	PT
PS Aide to Prof	26010	3	7	9958	17109.9	17280.97	2014	PT
Transit Operator	11201	3	54292	90009	11718.96	17271.75	2014	PT
Protective Services Worker	15792	3	78082	82447	12836.15	17267.02	2014	PT
Public Svc Aide-Public Works	24434	3	50628	92196	16633.97	17254.89	2014	PT
Bldg & Grounds Patrol Officer	24512	3	75203	9848	17061.66	17232.27	2014	PT
Publ Svc Aide-Asst to Prof	25928	3	7	9847	17058.3	17228.89	2014	PT
Publ Svc Aide-Asst to Prof	25898	3	7	9845	17046.53	17217	2014	PT
StdntDsgnTrain3, Arch/Eng/Plng	25872	3	7	9840	17025.69	17195.92	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	25867	3	7	9839	17020.73	17190.93	2014	PT
Recreation Leader	25858	3	7	9836	17013.83	17183.98	2014	PT
Nurse Practitioner	62627	47743	65763	9832	17001.44	17171.45	2014	PT
Custodian	24341	3	75920	9685	16974.36	17144.11	2014	PT
Custodial Assistant Supervisor	9372	3	63805	88004	11981.97	17134.52	2014	PT
PS Aide to Prof	25717	3	7	9676	16925.86	17095.15	2014	PT
Special Nurse	9876	3	26658	66091	13419.5	17076.3	2014	PT
Junior Clerk	19609	32105	7	9670	16899.42	17068.43	2014	PT
Community Police Services Aide	7105	3	53584	90081	11495.67	17063.56	2014	PT
Public Svc Aide-Public Works	24830	3	7	92126	16436.45	17055.71	2014	PT
Transit Operator	107534	58749	33924	92594	10685.84	17054	2014	PT
Environmental Service Worker	102192	3	41276	86655	12098.86	17037.67	2014	PT
Sr. Community Devl Spc 1	13060	3	7	86807	12072	17033.31	2014	PT
Account Clerk	6129	3	7	91989	10908	17030.6	2014	PT
Clerk	25598	3	7	9576	16858.49	17027.09	2014	PT
Account Clerk	10847	3	7	89434	11617.7	17023.18	2014	PT
Clerk	108364	31712	14371	90722	11282.27	17011.4	2014	PT
Custodian	25152	3	28673	9569	16832.77	17001.11	2014	PT
Personnel Trainee	18440	3	7	60880	13488	16995.47	2014	PT
Recreation Leader	25027	3	53312	7	16992.22	16992.22	2014	PT
Apprentice Gardener	5879	3	7	91889	10872.78	16966.04	2014	PT
Museum Guard	24898	32855	7	9475	16785.21	16953.05	2014	PT
Recreation Leader	24766	3	60399	7	16942.92	16942.92	2014	PT
Public Svc Aide-Public Works	24606	3	7	92025	16323.93	16938.53	2014	PT
Public Svc Aide-Public Works	19939	3	10848	8541	15314.24	16912.2	2014	PT
Museum Guard	25281	38570	7	9459	16731.1	16898.38	2014	PT
Patient Care Assistant	25342	3	27587	9459	16729.41	16896.69	2014	PT
Pr Administrative Analyst	25321	3	7	9458	16713	16880.13	2014	PT
PS Aide to Prof	25285	3	7	9457	16696.38	16863.38	2014	PT
Occupational Therapist	13825	3	7	84236	12242.35	16856.85	2014	PT
Watershed Worker (Seasonal)	25265	3	7	9339	16685.7	16852.55	2014	PT
Recreation Leader	24594	3	60037	7	16849.78	16849.78	2014	PT
Recreation Leader	24679	3	39772	9335	16663.74	16830.41	2014	PT
StdntDsgnTrain3, Arch/Eng/Plng	25191	3	7	9331	16647.87	16814.35	2014	PT
Public Svc Aide-Public Works	24209	3	7	94509	16073.41	16806.97	2014	PT
Museum Guard	25458	3	7	7	16796.51	16796.51	2014	PT
Social Worker	9216	3	7	89484	11362.2	16777.56	2014	PT
Public Service Trainee	25108	3	7	9327	16604.5	16770.55	2014	PT
Principal Clerk	60663	3	80651	16833	14514.45	16759.53	2014	PT
Recreation Leader	24383	3	61130	7	16734.93	16734.93	2014	PT
StdntDsgn Train2/Arch/Eng/Plng	25055	3	7	9222	16566.73	16732.41	2014	PT
Patient Care Assistant	22801	3	8378	9217	16539.41	16704.83	2014	PT
Pharmacist	25291	3	7	7	16698.02	16698.02	2014	PT
Library Page	24699	3	42424	7	16692.95	16692.95	2014	PT
StdntDsgn Train2/Arch/Eng/Plng	24994	3	7	9212	16524.86	16690.1	2014	PT
